SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
53-6021	2.C.4.e	Psychology	28.214991076	144,150	Transportation and material moving	20630	2	Parking Lot Attendants	2	1
53-6021	2.C.4.f	Sociology and Anthropology	19.534584615	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.4.g	Geography	25.251308077	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.5.a	Medicine and Dentistry	18.547236987	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.5.b	Therapy and Counseling	16.91237878	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.6	Education and Training	41.40324224	144,150	Transportation and material moving	20630	2	Parking Lot Attendants	2	1
53-6021	2.C.7.a	English Language	45.66836813	144,150	Transportation and material moving	20630	2	Parking Lot Attendants	2	1
53-6021	2.C.7.b	Foreign Language	18.028549392	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.7.c	Fine Arts	11.937934662	144,150	Transportation and material moving	20630	0	Parking Lot Attendants	2	1
53-6021	2.C.7.d	History and Archeology	14.318818499	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.7.e	Philosophy and Theology	15.167635195	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.8.a	Public Safety and Security	44.859781035	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.8.b	Law and Government	24.868223835	144,150	Transportation and material moving	20630	2	Parking Lot Attendants	2	1
53-6021	2.C.9.a	Telecommunications	28.455980639	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6021	2.C.9.b	Communications and Media	29.39387683	144,150	Transportation and material moving	20630	1	Parking Lot Attendants	2	1
53-6031	2.C.1.a	Administration and Management	46.372405521	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.1.b	Clerical	38.587932224	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.1.c	Economics and Accounting	33.324380461	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.1.d	Sales and Marketing	38.17254026	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.1.e	Customer and Personal Service	66.262679976	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.1.f	Personnel and Human Resources	23.104731085	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.10	Transportation	27.469463252	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.2.a	Production and Processing	34.856850595	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.2.b	Food Production	13.46423845	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.3.a	Computers and Electronics	47.497367382	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.3.b	Engineering and Technology	29.342801447	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.3.c	Design	15.34926739	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.3.d	Building and Construction	11.202040984	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.3.e	Mechanical	44.265433203	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.a	Mathematics	52.723808428	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.b	Physics	30.135409018	109,710	Transportation and material moving	21560	0	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.c	Chemistry	33.129616227	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.d	Biology	4.9222524904	109,710	Transportation and material moving	21560	3	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.e	Psychology	19.942775381	109,710	Transportation and material moving	21560	3	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.f	Sociology and Anthropology	13.710266938	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.4.g	Geography	13.54252545	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.5.a	Medicine and Dentistry	15.885302976	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.5.b	Therapy and Counseling	10.856203183	109,710	Transportation and material moving	21560	3	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.6	Education and Training	34.227807842	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.7.a	English Language	40.424532116	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.7.b	Foreign Language	15.607690339	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.7.c	Fine Arts	4.8989793196	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.7.d	History and Archeology	10.012848902	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.7.e	Philosophy and Theology	12.766026507	109,710	Transportation and material moving	21560	2	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.8.a	Public Safety and Security	43.466243521	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.8.b	Law and Government	29.896966473	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.9.a	Telecommunications	21.974010995	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6031	2.C.9.b	Communications and Media	26.586247447	109,710	Transportation and material moving	21560	1	Automotive and Watercraft Service Attendants	1	1
53-6041	2.C.1.a	Administration and Management	64.946132021	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.1.b	Clerical	55.189284289	6,750	Transportation and material moving	43930	1	Traffic Technicians	3	1
53-6041	2.C.1.c	Economics and Accounting	27.255405255	6,750	Transportation and material moving	43930	1	Traffic Technicians	3	1
53-6041	2.C.1.d	Sales and Marketing	22.959592011	6,750	Transportation and material moving	43930	2	Traffic Technicians	3	1
53-6041	2.C.1.e	Customer and Personal Service	85.781118759	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.1.f	Personnel and Human Resources	48.137897553	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.10	Transportation	75.38756664	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.2.a	Production and Processing	51.976367049	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.2.b	Food Production	4.8989793196	6,750	Transportation and material moving	43930	2	Traffic Technicians	3	1
53-6041	2.C.3.a	Computers and Electronics	74.948935949	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.3.b	Engineering and Technology	84.010201696	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.3.c	Design	79.649229368	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.3.d	Building and Construction	70.695320938	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.3.e	Mechanical	50.209276647	6,750	Transportation and material moving	43930	1	Traffic Technicians	3	1
53-6041	2.C.4.a	Mathematics	73.380030536	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.4.b	Physics	30.581039782	6,750	Transportation and material moving	43930	1	Traffic Technicians	3	1
53-6041	2.C.4.c	Chemistry	22.119803706	6,750	Transportation and material moving	43930	2	Traffic Technicians	3	1
53-6041	2.C.4.d	Biology	16.715262154	6,750	Transportation and material moving	43930	2	Traffic Technicians	3	1
53-6041	2.C.4.e	Psychology	59.617829501	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.4.f	Sociology and Anthropology	47.396203487	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.4.g	Geography	36.414282399	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.5.a	Medicine and Dentistry	6.6332496667	6,750	Transportation and material moving	43930	3	Traffic Technicians	3	1
53-6041	2.C.5.b	Therapy and Counseling	42.708981368	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.6	Education and Training	61.225577955	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.7.a	English Language	73.074915044	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.7.b	Foreign Language	2.4142433989	6,750	Transportation and material moving	43930	3	Traffic Technicians	3	1
53-6041	2.C.7.c	Fine Arts	3.3974780023	6,750	Transportation and material moving	43930	3	Traffic Technicians	3	1
53-6041	2.C.7.d	History and Archeology	10.342698983	6,750	Transportation and material moving	43930	2	Traffic Technicians	3	1
53-6041	2.C.7.e	Philosophy and Theology	41.231057247	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.8.a	Public Safety and Security	77.287220243	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.8.b	Law and Government	69.019871471	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.9.a	Telecommunications	57.792732365	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6041	2.C.9.b	Communications and Media	45.131238492	6,750	Transportation and material moving	43930	0	Traffic Technicians	3	1
53-6051	2.C.1.a	Administration and Management	56.02031507	25,860	Transportation and material moving	70820	0	Transportation Inspectors	3	1
53-6051	2.C.1.b	Clerical	52.239210501	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.1.c	Economics and Accounting	26.079366218	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.1.d	Sales and Marketing	29.901950041	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.1.e	Customer and Personal Service	59.43634688	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.1.f	Personnel and Human Resources	39.429951929	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.10	Transportation	63.139262897	25,860	Transportation and material moving	70820	0	Transportation Inspectors	3	1
53-6051	2.C.2.a	Production and Processing	56.810580804	25,860	Transportation and material moving	70820	0	Transportation Inspectors	3	1
53-6051	2.C.2.b	Food Production	10.339364535	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.3.a	Computers and Electronics	57.223821163	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.3.b	Engineering and Technology	54.726047484	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.3.c	Design	41.779096462	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.3.d	Building and Construction	28.718837954	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.3.e	Mechanical	73.463998437	25,860	Transportation and material moving	70820	0	Transportation Inspectors	3	1
53-6051	2.C.4.a	Mathematics	53.328185619	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.4.b	Physics	42.739429003	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.4.c	Chemistry	43.128860106	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.4.d	Biology	17.558379028	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.4.e	Psychology	36.441021755	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.4.f	Sociology and Anthropology	19.117421013	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.4.g	Geography	31.714985069	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.5.a	Medicine and Dentistry	9.6619399177	25,860	Transportation and material moving	70820	3	Transportation Inspectors	3	1
53-6051	2.C.5.b	Therapy and Counseling	13.660708397	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.6	Education and Training	54.079783883	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.7.a	English Language	64.715805208	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.7.b	Foreign Language	19.37831579	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.7.c	Fine Arts	6.1781372493	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.7.d	History and Archeology	9.3044707851	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6051	2.C.7.e	Philosophy and Theology	11.957810435	25,860	Transportation and material moving	70820	3	Transportation Inspectors	3	1
53-6051	2.C.8.a	Public Safety and Security	56.410952452	25,860	Transportation and material moving	70820	0	Transportation Inspectors	3	1
53-6051	2.C.8.b	Law and Government	50.542883222	25,860	Transportation and material moving	70820	0	Transportation Inspectors	3	1
53-6051	2.C.9.a	Telecommunications	34.327423764	25,860	Transportation and material moving	70820	1	Transportation Inspectors	3	1
53-6051	2.C.9.b	Communications and Media	30.204818258	25,860	Transportation and material moving	70820	2	Transportation Inspectors	3	1
53-6061	2.C.1.a	Administration and Management	34.12749152	15,680	Transportation and material moving	25930	3	Transportation Attendants, Except Flight Attendants	2	1
53-6061	2.C.1.b	Clerical	33.689760914	15,680	Transportation and material moving	25930	1	Transportation Attendants, Except Flight Attendants	2	1
