SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
39-1021	2.C.5.b	Therapy and Counseling	40.607000293	177,700	Personal care and service	35710	0	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.6	Education and Training	65.83904056	177,700	Personal care and service	35710	0	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.7.a	English Language	63.340689731	177,700	Personal care and service	35710	1	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.7.b	Foreign Language	15.102236651	177,700	Personal care and service	35710	2	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.7.c	Fine Arts	9.9885652362	177,700	Personal care and service	35710	1	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.7.d	History and Archeology	5.5780180919	177,700	Personal care and service	35710	3	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.7.e	Philosophy and Theology	25.700971892	177,700	Personal care and service	35710	1	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.8.a	Public Safety and Security	34.467111304	177,700	Personal care and service	35710	2	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.8.b	Law and Government	30.104181798	177,700	Personal care and service	35710	2	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.9.a	Telecommunications	27.033672741	177,700	Personal care and service	35710	2	First-Line Supervisors of Personal Service Workers	3	1
39-1021	2.C.9.b	Communications and Media	45.947795748	177,700	Personal care and service	35710	0	First-Line Supervisors of Personal Service Workers	3	1
39-2011	2.C.1.a	Administration and Management	50.931887106	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.1.b	Clerical	51.743323218	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.1.c	Economics and Accounting	39.223171822	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.1.d	Sales and Marketing	47.2422322	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.1.e	Customer and Personal Service	69.962236516	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.1.f	Personnel and Human Resources	40.780248526	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.10	Transportation	27.172465263	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.2.a	Production and Processing	30.02713102	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.2.b	Food Production	8.9186800075	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.3.a	Computers and Electronics	41.56922005	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.3.b	Engineering and Technology	28.494109693	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.3.c	Design	26.599677564	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.3.d	Building and Construction	25.639813347	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.3.e	Mechanical	30.527271282	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.4.a	Mathematics	34.963246867	11,720	Personal care and service	26610	3	Animal Trainers	2	1
39-2011	2.C.4.b	Physics	11.942720084	11,720	Personal care and service	26610	3	Animal Trainers	2	1
39-2011	2.C.4.c	Chemistry	19.416488438	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.4.d	Biology	39.232638103	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.4.e	Psychology	57.835482074	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.4.f	Sociology and Anthropology	37.36002304	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.4.g	Geography	27.018512525	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.5.a	Medicine and Dentistry	33.697815881	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.5.b	Therapy and Counseling	35.237965177	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.6	Education and Training	66.581849485	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.7.a	English Language	51.973618479	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.7.b	Foreign Language	19.290264086	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.7.c	Fine Arts	10.706473161	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.7.d	History and Archeology	15.417985331	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.7.e	Philosophy and Theology	19.214577786	11,720	Personal care and service	26610	1	Animal Trainers	2	1
39-2011	2.C.8.a	Public Safety and Security	41.482527195	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.8.b	Law and Government	38.105117708	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2011	2.C.9.a	Telecommunications	20.552371749	11,720	Personal care and service	26610	2	Animal Trainers	2	1
39-2011	2.C.9.b	Communications and Media	34.226138318	11,720	Personal care and service	26610	0	Animal Trainers	2	1
39-2021	2.C.1.a	Administration and Management	29.627689431	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.1.b	Clerical	31.937438547	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.1.c	Economics and Accounting	13.438749874	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.1.d	Sales and Marketing	26.66243972	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.1.e	Customer and Personal Service	60.594670725	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.1.f	Personnel and Human Resources	30.952497711	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.10	Transportation	20.443651178	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.2.a	Production and Processing	18.590320141	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.2.b	Food Production	17.320507928	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.3.a	Computers and Electronics	23.786551112	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.3.b	Engineering and Technology	20.460414973	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.3.c	Design	22.585710027	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.3.d	Building and Construction	21.012241034	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.3.e	Mechanical	40.223660311	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.a	Mathematics	35.22377396	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.b	Physics	19.528733089	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.c	Chemistry	31.345994723	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.d	Biology	41.821047567	174,060	Personal care and service	21010	0	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.e	Psychology	24.041631476	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.f	Sociology and Anthropology	13.093073268	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.4.g	Geography	19.560894396	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.5.a	Medicine and Dentistry	26.90724744	174,060	Personal care and service	21010	0	Nonfarm Animal Caretakers	1	1
39-2021	2.C.5.b	Therapy and Counseling	18.454577639	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.6	Education and Training	40.567053691	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.7.a	English Language	45.046643865	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.7.b	Foreign Language	6.3628385207	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.7.c	Fine Arts	8.8801542475	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.7.d	History and Archeology	10.723805092	174,060	Personal care and service	21010	1	Nonfarm Animal Caretakers	1	1
39-2021	2.C.7.e	Philosophy and Theology	10.430723925	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.8.a	Public Safety and Security	28.51415643	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.8.b	Law and Government	13.228756684	174,060	Personal care and service	21010	3	Nonfarm Animal Caretakers	1	1
39-2021	2.C.9.a	Telecommunications	14.491376887	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-2021	2.C.9.b	Communications and Media	23.027933188	174,060	Personal care and service	21010	2	Nonfarm Animal Caretakers	1	1
39-3011	2.C.1.a	Administration and Management	28.139448868	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.1.b	Clerical	20.596116242	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.1.c	Economics and Accounting	22.3581246	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3011	2.C.1.d	Sales and Marketing	29.379293123	94,900	Personal care and service	19000	1	Gaming Dealers	2	1
39-3011	2.C.1.e	Customer and Personal Service	72.854454762	94,900	Personal care and service	19000	0	Gaming Dealers	2	1
39-3011	2.C.1.f	Personnel and Human Resources	26.53245928	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3011	2.C.10	Transportation	11.406765117	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.2.a	Production and Processing	10.816653536	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.2.b	Food Production	7.9642057477	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3011	2.C.3.a	Computers and Electronics	21.908901958	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.3.b	Engineering and Technology	9.8647999419	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.3.c	Design	7.4871320812	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.3.d	Building and Construction	6.8033607845	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.3.e	Mechanical	13.613018941	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.4.a	Mathematics	57.283257307	94,900	Personal care and service	19000	0	Gaming Dealers	2	1
39-3011	2.C.4.b	Physics	6.5421710678	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.4.c	Chemistry	6.740072016	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.4.d	Biology	3.8544964047	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.4.e	Psychology	34.816661717	94,900	Personal care and service	19000	1	Gaming Dealers	2	1
39-3011	2.C.4.f	Sociology and Anthropology	21.585709919	94,900	Personal care and service	19000	1	Gaming Dealers	2	1
39-3011	2.C.4.g	Geography	8.9841129431	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.5.a	Medicine and Dentistry	6.7717905259	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.5.b	Therapy and Counseling	6.3628385207	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.6	Education and Training	26.492047066	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.7.a	English Language	42.25636205	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.7.b	Foreign Language	17.87256459	94,900	Personal care and service	19000	1	Gaming Dealers	2	1
39-3011	2.C.7.c	Fine Arts	4.2627957005	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3011	2.C.7.d	History and Archeology	7.9642057477	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3011	2.C.7.e	Philosophy and Theology	16.189944207	94,900	Personal care and service	19000	1	Gaming Dealers	2	1
39-3011	2.C.8.a	Public Safety and Security	30.811408136	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.8.b	Law and Government	25.483328273	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3011	2.C.9.a	Telecommunications	9.6747091411	94,900	Personal care and service	19000	3	Gaming Dealers	2	1
39-3011	2.C.9.b	Communications and Media	24.962256832	94,900	Personal care and service	19000	2	Gaming Dealers	2	1
39-3012	2.C.1.a	Administration and Management	40.820864384	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.1.b	Clerical	34.791213932	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.1.c	Economics and Accounting	43.932090831	12,370	Personal care and service	22700	0	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.1.d	Sales and Marketing	44.608455051	12,370	Personal care and service	22700	0	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.1.e	Customer and Personal Service	64.6683835	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.1.f	Personnel and Human Resources	34.757117007	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.10	Transportation	18.0126938	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.2.a	Production and Processing	34.440840897	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.2.b	Food Production	13.077789355	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.3.a	Computers and Electronics	41.354217787	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.3.b	Engineering and Technology	18.63177013	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.3.c	Design	15.285847396	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.3.d	Building and Construction	7.3833789648	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.3.e	Mechanical	16.613247556	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.a	Mathematics	62.609903979	12,370	Personal care and service	22700	0	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.b	Physics	9.7159660459	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.c	Chemistry	4.5607016265	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.d	Biology	15.556349299	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.e	Psychology	35.463865288	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.f	Sociology and Anthropology	24.981136015	12,370	Personal care and service	22700	0	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.4.g	Geography	16.774981743	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.5.a	Medicine and Dentistry	6.6932802408	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.5.b	Therapy and Counseling	13.657023031	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.6	Education and Training	36.764114146	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.7.a	English Language	48.913334095	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.7.b	Foreign Language	18.1659019	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.7.c	Fine Arts	11.338934416	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.7.d	History and Archeology	9.9153561579	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.7.e	Philosophy and Theology	15.207140854	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.8.a	Public Safety and Security	34.690466924	12,370	Personal care and service	22700	3	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.8.b	Law and Government	26.979357358	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.9.a	Telecommunications	20.556542577	12,370	Personal care and service	22700	2	Gaming and Sports Book Writers and Runners	2	1
39-3012	2.C.9.b	Communications and Media	31.464264503	12,370	Personal care and service	22700	1	Gaming and Sports Book Writers and Runners	2	1
39-3021	2.C.1.a	Administration and Management	43.518796056	5,620	Personal care and service	21490	1	Motion Picture Projectionists	2	1
39-3021	2.C.1.b	Clerical	30.19933708	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.1.c	Economics and Accounting	16.506275731	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.1.d	Sales and Marketing	24.251656282	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.1.e	Customer and Personal Service	52.168956871	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.1.f	Personnel and Human Resources	31.272990786	5,620	Personal care and service	21490	1	Motion Picture Projectionists	2	1
39-3021	2.C.10	Transportation	13.30091262	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.2.a	Production and Processing	30.482782017	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.2.b	Food Production	13.454685971	5,620	Personal care and service	21490	1	Motion Picture Projectionists	2	1
39-3021	2.C.3.a	Computers and Electronics	46.5200437	5,620	Personal care and service	21490	0	Motion Picture Projectionists	2	1
39-3021	2.C.3.b	Engineering and Technology	33.111067082	5,620	Personal care and service	21490	1	Motion Picture Projectionists	2	1
39-3021	2.C.3.c	Design	20.009997329	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.3.d	Building and Construction	18.547236987	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.3.e	Mechanical	57.691296044	5,620	Personal care and service	21490	1	Motion Picture Projectionists	2	1
39-3021	2.C.4.a	Mathematics	34.918680851	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.4.b	Physics	23.171410657	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.4.c	Chemistry	21.176807465	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.4.d	Biology	5.4772254915	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.4.e	Psychology	26.213409561	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.4.f	Sociology and Anthropology	14.573948983	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.4.g	Geography	9.2024839102	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.5.a	Medicine and Dentistry	8.7308974692	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.5.b	Therapy and Counseling	12.799553697	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.6	Education and Training	43.419877814	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.7.a	English Language	39.799497371	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.7.b	Foreign Language	9.9297533657	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.7.c	Fine Arts	15.122357849	5,620	Personal care and service	21490	0	Motion Picture Projectionists	2	1
39-3021	2.C.7.d	History and Archeology	5.146427363	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.7.e	Philosophy and Theology	8.6172584904	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.8.a	Public Safety and Security	37.356583321	5,620	Personal care and service	21490	2	Motion Picture Projectionists	2	1
39-3021	2.C.8.b	Law and Government	17.566201662	5,620	Personal care and service	21490	3	Motion Picture Projectionists	2	1
39-3021	2.C.9.a	Telecommunications	27.071334408	5,620	Personal care and service	21490	1	Motion Picture Projectionists	2	1
39-3021	2.C.9.b	Communications and Media	34.558439276	5,620	Personal care and service	21490	0	Motion Picture Projectionists	2	1
39-3031	2.C.1.a	Administration and Management	37.019300067	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.1.b	Clerical	36.665670227	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.1.c	Economics and Accounting	35.008977042	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.1.d	Sales and Marketing	48.166378697	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.1.e	Customer and Personal Service	72.678351256	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.1.f	Personnel and Human Resources	30.333385804	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.10	Transportation	22.806014292	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.2.a	Production and Processing	22.613523371	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.2.b	Food Production	29.119457356	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.3.a	Computers and Electronics	39.492133602	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.3.b	Engineering and Technology	22.142396142	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.3.c	Design	13.971399551	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.3.d	Building and Construction	8.1064348101	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.3.e	Mechanical	20.40308066	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.a	Mathematics	37.131425597	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.b	Physics	16.189944207	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.c	Chemistry	13.702971206	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.d	Biology	13.040595859	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.e	Psychology	34.761227392	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.f	Sociology and Anthropology	24.019634897	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.4.g	Geography	27.609522871	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.5.a	Medicine and Dentistry	11.270694973	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.5.b	Therapy and Counseling	11.366617993	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.6	Education and Training	38.026306497	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.7.a	English Language	52.539780781	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.7.b	Foreign Language	11.028534475	114,000	Personal care and service	19180	3	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.7.c	Fine Arts	23.117092995	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.7.d	History and Archeology	30.267379168	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.7.e	Philosophy and Theology	20.977538746	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.8.a	Public Safety and Security	51.633877025	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.8.b	Law and Government	22.805387891	114,000	Personal care and service	19180	2	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.9.a	Telecommunications	23.426481199	114,000	Personal care and service	19180	1	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3031	2.C.9.b	Communications and Media	47.014890569	114,000	Personal care and service	19180	0	Ushers, Lobby Attendants, and Ticket Takers	2	1
39-3091	2.C.1.a	Administration and Management	62.03570516	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.1.b	Clerical	60.857210015	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.1.c	Economics and Accounting	38.339833552	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.1.d	Sales and Marketing	51.613952716	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.1.e	Customer and Personal Service	75.099551852	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.1.f	Personnel and Human Resources	36.905283181	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.10	Transportation	21.968808657	273,870	Personal care and service	19280	3	Amusement and Recreation Attendants	1	1
39-3091	2.C.2.a	Production and Processing	26.509297295	273,870	Personal care and service	19280	3	Amusement and Recreation Attendants	1	1
39-3091	2.C.2.b	Food Production	19.839354432	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.3.a	Computers and Electronics	47.467583957	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.3.b	Engineering and Technology	18.878559061	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.3.c	Design	17.424120966	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.3.d	Building and Construction	14.885275548	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.3.e	Mechanical	18.161182879	273,870	Personal care and service	19280	3	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.a	Mathematics	38.596816528	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.b	Physics	17.330403253	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.c	Chemistry	17.373213996	273,870	Personal care and service	19280	3	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.d	Biology	18.210672339	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.e	Psychology	26.244999983	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.f	Sociology and Anthropology	23.104731085	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.4.g	Geography	20.899760584	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
